region,date,primary,secondary,mean,sd,median,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Baden-Wurttemberg,2021-05-23,1249,13,,,,,,,,,
Baden-Wurttemberg,2021-05-24,507,5,,,,,,,,,
Baden-Wurttemberg,2021-05-25,266,3,,,,,,,,,
Baden-Wurttemberg,2021-05-26,360,26,,,,,,,,,
Baden-Wurttemberg,2021-05-27,1000,18,,,,,,,,,
Baden-Wurttemberg,2021-05-28,1237,22,,,,,,,,,
Baden-Wurttemberg,2021-05-29,840,18,,,,,,,,,
Baden-Wurttemberg,2021-05-30,758,7,,,,,,,,,
Baden-Wurttemberg,2021-05-31,284,9,,,,,,,,,
Baden-Wurttemberg,2021-06-01,264,20,,,,,,,,,
Baden-Wurttemberg,2021-06-02,773,22,,,,,,,,,
Baden-Wurttemberg,2021-06-03,828,12,,,,,,,,,
Baden-Wurttemberg,2021-06-04,575,5,,,,,,,,,
Baden-Wurttemberg,2021-06-05,258,6,,,,,,,,,
Baden-Wurttemberg,2021-06-06,422,3,,,,,,,,,
Baden-Wurttemberg,2021-06-07,117,0,,,,,,,,,
Baden-Wurttemberg,2021-06-08,220,13,,,,,,,,,
Baden-Wurttemberg,2021-06-09,667,6,,,,,,,,,
Baden-Wurttemberg,2021-06-10,617,10,,,,,,,,,
Baden-Wurttemberg,2021-06-11,429,14,,,,,,,,,
Baden-Wurttemberg,2021-06-12,388,12,,,,,,,,,
Baden-Wurttemberg,2021-06-13,329,2,,,,,,,,,
Baden-Wurttemberg,2021-06-14,108,2,,,,,,,,,
Baden-Wurttemberg,2021-06-15,97,20,,,,,,,,,
Baden-Wurttemberg,2021-06-16,275,17,,,,,,,,,
Baden-Wurttemberg,2021-06-17,289,23,,,,,,,,,
Baden-Wurttemberg,2021-06-18,178,9,,,,,,,,,
Baden-Wurttemberg,2021-06-19,142,12,,,,,,,,,
Baden-Wurttemberg,2021-06-20,155,2,,,,,,,,,
Baden-Wurttemberg,2021-06-21,65,2,,,,,,,,,
Baden-Wurttemberg,2021-06-22,64,9,,,,,,,,,
Baden-Wurttemberg,2021-06-23,163,5,,,,,,,,,
Baden-Wurttemberg,2021-06-24,303,10,,,,,,,,,
Baden-Wurttemberg,2021-06-25,112,10,,,,,,,,,
Baden-Wurttemberg,2021-06-26,160,26,,,,,,,,,
Baden-Wurttemberg,2021-06-27,94,1,,,,,,,,,
Baden-Wurttemberg,2021-06-28,31,4,,,,,,,,,
Baden-Wurttemberg,2021-06-29,50,9,,,,,,,,,
Baden-Wurttemberg,2021-06-30,141,8,,,,,,,,,
Baden-Wurttemberg,2021-07-01,133,18,,,,,,,,,
Baden-Wurttemberg,2021-07-02,85,11,,,,,,,,,
Baden-Wurttemberg,2021-07-03,102,4,,,,,,,,,
Baden-Wurttemberg,2021-07-04,108,2,,,,,,,,,
Baden-Wurttemberg,2021-07-05,20,1,,,,,,,,,
Baden-Wurttemberg,2021-07-06,23,3,,,,,,,,,
Baden-Wurttemberg,2021-07-07,126,4,,,,,,,,,
Baden-Wurttemberg,2021-07-08,121,6,,,,,,,,,
Baden-Wurttemberg,2021-07-09,180,20,,,,,,,,,
Baden-Wurttemberg,2021-07-10,118,5,,,,,,,,,
Baden-Wurttemberg,2021-07-11,45,0,,,,,,,,,
Baden-Wurttemberg,2021-07-12,45,1,,,,,,,,,
Baden-Wurttemberg,2021-07-13,66,3,,,,,,,,,
Baden-Wurttemberg,2021-07-14,220,3,,,,,,,,,
Baden-Wurttemberg,2021-07-15,226,5,,,,,,,,,
Baden-Wurttemberg,2021-07-16,159,5,,,,,,,,,
Baden-Wurttemberg,2021-07-17,193,5,,,,,,,,,
Baden-Wurttemberg,2021-07-18,202,1,,,,,,,,,
Baden-Wurttemberg,2021-07-19,85,,1.4,1.8,1,0,0,1,1,2,5
Baden-Wurttemberg,2021-07-20,100,,3.2,3,2,0,1,2,3,4,9
